AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk,score,Predicted Score,Cluster
baroda bnp paribas mutual fund,Baroda BNP Paribas Credit Risk Reg-G,4,4,1.03%,20.79,8.1,9.01,Rs.500.0,Prashant R Pimple,141.6,Debt,Moderately High,10.844000000000001,10.778638323155104,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Short Duration-G,4,3,0.78%,27.4,7.5,5.4,Rs.500.0,Prashant R Pimple,212.27,Debt,Moderate,8.16,8.122345622879129,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Banking & PSU Bond Reg,2,2,0.85%,11.84,7.5,4.77,Rs.500.0,Prashant R Pimple,27.24,Debt,Moderate,6.9079999999999995,6.848506490166429,2
baroda bnp paribas mutual fund,Baroda BNP Paribas Balanced Advantage Reg-G,5,4,3.88%,23.82,25.84,13.97,Rs.500.0,Prashant R Pimple,4111.83,Hybrid,Very High,19.924,19.872403462376706,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Conservative Hybrid-G,3,3,1.87%,43.1,13.25,7.38,Rs.500.0,Prashant R Pimple,750.92,Hybrid,Moderately High,11.252,11.393793399283101,0
invesco mutual fund,Invesco India Liquid-G,5,4,0.58%,3396.92,7.35,5.99,Rs.500.0,Prateek Agrawal,11289.3,Debt,Low to Moderate,9.336,9.32010667427483,0
hsbc mutual fund,HSBC Nifty Next 50 Index Reg-G,0,4,5.32%,32.3,64.55,20.41,Rs.500.0,Praveen Ayathan,135.48,Other,Low ,37.984,38.14818093549012,1
hsbc mutual fund,HSBC Nifty 50 Index Reg-G,0,3,5.06%,29.04,27.2,14.21,Rs.500.0,Praveen Ayathan,293.58,Other,Very High,19.564,19.5610259184141,2
icici prudential mutual fund,ICICI Pru Pharma Healthcare and Diagnostics (,0,5,8.25%,39.25,62.06,22.18,Rs.100.0,Priyanka Khandelwal,4807.86,Equity,Moderately High ,38.696,38.76751968271912,1
icici prudential mutual fund,ICICI Pru Bluechip-G,4,5,4.57%,110.25,37.52,20.09,Rs.100.0,Priyanka Khandelwal,64222.82,Equity,Moderately High ,28.044000000000004,28.002965360601433,1
icici prudential mutual fund,ICICI Pru Midcap-G,2,3,5.68%,297.94,53.37,23.77,Rs.100.0,Priyanka Khandelwal,6624.63,Equity,High ,33.856,33.419541292696266,1
icici prudential mutual fund,ICICI Pru Banking and Financial Services-G,3,3,5.58%,124.29,21.98,13.59,Rs.100.0,Priyanka Khandelwal,8175.89,Equity,Very High,17.228,17.259393901209446,2
icici prudential mutual fund,ICICI Pru Smallcap-G,2,3,6.69%,92.7,35.96,23.99,Rs.100.0,Priyanka Khandelwal,8730.78,Equity,Very High ,26.98,27.1775647588525,1
icici prudential mutual fund,ICICI Pru ELSS Tax Saver-G,2,2,6.74%,950.53,36.75,17.56,Rs.500.0,Priyanka Khandelwal,14907.37,Equity,Moderate ,23.724,23.936343124860745,2
pgim india mutual fund,PGIM India Dynamic Bond-G,3,3,1.25%,2495.11,9.19,5.39,Rs.1000.0,Puneet Pal,110.13,Debt,Moderate,8.832,8.892051050119962,0
pgim india mutual fund,PGIM India Balanced Advantage Reg-G,1,2,4.32%,15.22,19.09,10.39,Rs.1000.0,Puneet Pal,1123.69,Hybrid,Very High,13.792000000000002,13.97952945196616,2
pgim india mutual fund,PGIM India Arbitrage Reg-G,0,2,0.52%,17.46,7.21,5.53,Rs.1000.0,Puneet Pal,113.19,Hybrid,Low,7.096,7.104881141594623,2
pgim india mutual fund,PGIM India Midcap Opportunities Reg-G,2,3,6.71%,65.87,34.4,15.98,Rs.1000.0,Puneet Pal,11408.38,Equity,High ,23.152,23.174946208112146,1
pgim india mutual fund,PGIM India Gilt-G,3,3,1.33%,28.76,9.53,5.52,Rs.1000.0,Puneet Pal,115.25,Debt,Moderate,9.02,8.967417166734533,0
pgim india mutual fund,PGIM India Money Market Reg-G,3,3,0.57%,1251.72,7.09,5.76,Rs.1000.0,Puneet Pal,221.59,Debt,Low to Moderate,8.14,8.205863899020136,0
pgim india mutual fund,PGIM India Ultra Short Duration-G,4,3,0.54%,32.26,6.72,5.49,Rs.1000.0,Puneet Pal,243.09,Debt,Low to Moderate,7.884,7.751170844568691,0
pgim india mutual fund,PGIM India Liquid-G,5,3,0.57%,321.76,7.28,5.97,Rs.1000.0,Puneet Pal,447.41,Debt,Low to Moderate,8.3,8.321467113801555,0
pgim india mutual fund,PGIM India Large Cap-G,1,1,6.36%,350.47,26.38,11.52,Rs.1000.0,Puneet Pal,618.39,Equity,Very High,16.16,16.094279827897136,2
pgim india mutual fund,PGIM India Equity Savings-G,2,3,1.52%,47.3,9.77,6.47,Rs.1000.0,Puneet Pal,79.02,Hybrid,Low to Moderate,9.496,9.512088278758709,0
pgim india mutual fund,PGIM India Corporate Bond-G,3,3,0.82%,40.49,7.35,5.21,Rs.1000.0,Puneet Pal,96.32,Debt,Moderate,8.024000000000001,8.083295810132578,0
pgim india mutual fund,PGIM India Overnight Reg-G,0,3,0.54%,1267.75,6.73,5.63,Rs.1000.0,Puneet Pal,99.65,Debt,Low,7.944000000000001,7.912067366865466,0
pgim india mutual fund,PGIM India ELSS Tax Saver Reg-G,2,2,6.00%,35.14,26.04,15.87,Rs.500.0,Puneet Pal,777.22,Equity,Moderate ,18.764,18.707085760675522,2
sbi mutual fund,SBI Magnum Ultra Short Duration Reg-G Cash,4,3,0.58%,5638.88,7.28,5.86,Rs.500.0,R Arun,12828.42,Debt,Moderate,8.256,8.31056012667783,0
sbi mutual fund,SBI Overnight Reg-G,5,2,0.53%,3963.07,6.67,5.58,Rs.500.0,R Arun,16968.96,Debt,Low,6.9,6.8463419474384155,2
sbi mutual fund,SBI Savings-G,4,2,0.56%,39.11,7.11,5.74,Rs.500.0,R Arun,28686.06,Debt,Moderate,7.140000000000001,7.102584251582429,2
sbi mutual fund,SBI Arbitrage Opportunities-G,3,4,0.56%,32.05,7.64,6.28,Rs.500.0,R Arun,32415.26,Hybrid,Low,9.568000000000001,9.543280602518644,0
sbi mutual fund,SBI Liquid-G,4,3,0.57%,3866.56,7.28,5.95,Rs.500.0,R Arun,67570.48,Debt,Moderate,8.292000000000002,8.294420990785591,0
franklin templeton mutual fund,Franklin India Prima-G,3,2,6.39%,2818.67,52.42,22.7,Rs.500.0,R Janakiraman,12745.75,Equity,High ,32.048,31.88239510623672,1
franklin templeton mutual fund,Franklin India Smaller Companies-G,3,3,5.44%,188.04,49.21,28.58,Rs.500.0,R Janakiraman,14423.33,Equity,Very High ,34.116,35.35622559204393,1
franklin templeton mutual fund,Franklin India Equity Advantage-G,1,2,6.06%,194.05,38.88,17.24,Rs.500.0,R Janakiraman,3674.59,Equity,Moderately High ,24.448,24.51798984049802,2
axis mutual fund,Axis Equity Saver Reg-G,3,2,2.70%,21.7,18.71,8.7,Rs.100.0,R Sivakumar,1012.5,Hybrid,Moderately High,12.964,13.142374798768666,2
axis mutual fund,Axis Multi Asset Allocation Reg-G,1,1,3.72%,39.27,24.48,8.81,Rs.100.0,R Sivakumar,1302.54,Hybrid,Very High,14.316000000000003,13.84087850194976,2
axis mutual fund,Axis All Seasons Debt FoF Reg-G,0,4,1.07%,13.57,9.43,6.06,Rs.100.0,R Sivakumar,142.9,Other,Moderate,10.196,10.125906502426906,0
axis mutual fund,Axis Balanced Advantage Reg-G,3,3,4.67%,20.63,29.26,12.88,Rs.100.0,R Sivakumar,2523.46,Hybrid,Very High,19.856,20.14026273024391,2
axis mutual fund,Axis Dynamic Bond Reg-G,4,3,1.27%,27.84,8.59,5.5,Rs.1000.0,R Sivakumar,1679.62,Debt,Moderate,8.636000000000001,8.640838692333263,0
axis mutual fund,Axis Equity Hybrid Reg-G,1,1,5.78%,20.69,27.01,9.95,Rs.1000.0,R Sivakumar,1690.58,Hybrid,Very High,15.784000000000002,15.293428147923901,2
axis mutual fund,Axis Retirement Savings-Dynamic Plan Reg-G,0,1,5.86%,20.22,40.61,12.81,Rs.1000.0,R Sivakumar,393.7,Other,Very High,22.368000000000002,21.2927139805669,2
axis mutual fund,Axis Retirement Savings-Conservative Plan Reg,0,1,3.28%,15.79,19.82,8.23,Rs.1000.0,R Sivakumar,76.28,Other,High,12.22,12.131227374194907,2
axis mutual fund,Axis Retirement Savings-Aggressive Plan Reg-G,0,1,5.03%,18.81,36.7,10.79,Rs.1000.0,R Sivakumar,950.7,Other,Very High,19.996000000000002,19.947760847022106,2
sbi mutual fund,SBI Flexicap-G,0,3,3.64%,112.32,28.93,14.2,Rs.500.0,R. Srinivasan,22986.72,Equity,Very High,20.252000000000002,20.189300891848088,2
sbi mutual fund,SBI Small Cap-G,3,3,5.41%,187.22,38.68,23.92,Rs.500.0,R. Srinivasan,33068.53,Equity,Very High ,28.040000000000003,27.77161751992804,1
sbi mutual fund,SBI Focused Equity-G,3,3,3.88%,340.14,28.03,12.88,Rs.500.0,R. Srinivasan,35570.57,Equity,Very High,19.364000000000004,19.38340173132127,2
sbi mutual fund,SBI Equity Hybrid-G,3,3,4.94%,285.21,25.15,12.46,Rs.500.0,R. Srinivasan,73405.39,Hybrid,Very High,18.044,17.895087801181624,2
hdfc mutual fund,HDFC Top 100-G,4,4,4.41%,1176.82,33.75,20.65,Rs.100.0,Rahul Baijal,37783.08,Equity,Moderately High ,25.759999999999998,25.958628994229976,1
edelweiss mutual fund,Edelweiss Liquid Reg-G,5,2,0.57%,3161.19,7.29,5.88,Rs.100.0,Rahul Dedhia,5722.45,Debt,Low to Moderate,7.268000000000001,7.211550901100093,2
edelweiss mutual fund,Edelweiss Overnight Reg-G,0,3,0.53%,1273.34,6.7,5.59,Rs.100.0,Rahul Dedhia,573.79,Debt,Low,7.916,7.871432469072716,0
icici prudential mutual fund,ICICI Pru Savings-G,5,1,0.59%,510.75,7.58,6.14,Rs.100.0,Rahul Goswami,19744.04,Debt,Low to Moderate,6.4879999999999995,6.685907991935249,2
icici prudential mutual fund,ICICI Pru Corporate Bond-G,5,5,0.61%,27.91,7.65,6.21,Rs.100.0,Rahul Goswami,26906.81,Debt,Moderate,10.544,10.627865394144136,0
icici prudential mutual fund,ICICI Pru Money Market-G,4,4,0.60%,357.04,7.57,6.18,Rs.100.0,Rahul Goswami,29118.99,Debt,Low to Moderate,9.5,9.456328928709326,0
icici prudential mutual fund,ICICI Pru Floating Interest-G,4,2,0.54%,399.1,7.53,6.01,Rs.100.0,Rahul Goswami,8965.52,Debt,Moderate,7.416,7.559681765802489,2
icici prudential mutual fund,ICICI Pru Banking & PSU Debt-G,5,5,0.52%,30.65,7.41,6.02,Rs.100.0,Rahul Goswami,9225.4,Debt,Moderate,10.372,10.517868976417505,0
icici prudential mutual fund,ICICI Pru Gilt-G,5,5,0.85%,96.31,8.18,6.2,Rs.1000.0,Rahul Goswami,6390.24,Debt,Moderate,10.752,10.766357290904743,0
icici prudential mutual fund,ICICI Pru Overnight-G,0,4,0.53%,1322.55,6.74,5.6,Rs.500.0,Rahul Goswami,8777.32,Debt,Low,8.936,8.964691886137782,0
icici prudential mutual fund,ICICI Pru Liquid-G,5,4,0.58%,366.05,7.35,5.97,Rs.99.0,Rahul Goswami,50596.87,Debt,Moderate,9.328,9.28006135603691,0
mahindra manulife mutual fund,Mahindra Manulife Liquid Reg-G,0,4,0.58%,1608.97,7.35,6.03,Rs.500.0,Rahul Pal,1416.61,Debt,Moderate,9.352,9.3346005435935,0
mahindra manulife mutual fund,Mahindra Manulife Aggressive Hybrid Reg-G,4,3,4.29%,27.0,35.22,17.63,Rs.500.0,Rahul Pal,1432.17,Hybrid,Moderate ,24.14,24.175623055877963,1
mahindra manulife mutual fund,Mahindra Manulife Overnight Reg-G,0,3,0.53%,1270.13,6.69,5.6,Rs.500.0,Rahul Pal,202.48,Debt,Low,7.916,7.925756620089407,0
mahindra manulife mutual fund,Mahindra Manulife Ultra Short Duration Reg-G,3,4,0.56%,1299.27,7.14,5.75,Rs.500.0,Rahul Pal,250.38,Debt,Low to Moderate,9.156,9.194355515396428,0
mahindra manulife mutual fund,Mahindra Manulife Dynamic Bond Reg-G,1,1,1.08%,13.54,8.7,4.61,Rs.500.0,Rahul Pal,54.26,Debt,Moderate,6.324,6.179962583465695,2
mahindra manulife mutual fund,Mahindra Manulife Equity Savings Reg-G,4,3,2.39%,20.11,16.21,9.34,Rs.500.0,Rahul Pal,543.63,Hybrid,Moderately High,13.22,13.359098383855098,0
mahindra manulife mutual fund,Mahindra ManulifeLow Duration Reg-G,3,2,0.56%,1543.0,6.91,5.38,Rs.500.0,Rahul Pal,555.4,Debt,Moderate,6.916,6.893084373651884,2
mahindra manulife mutual fund,Mahindra Manulife Short Duration Reg-G,3,2,0.69%,11.98,7.48,5.13,Rs.500.0,Rahul Pal,63.68,Debt,Moderate,7.0440000000000005,7.110977413843499,2
mahindra manulife mutual fund,Mahindra Manulife Arbitrage Reg-G,0,2,0.38%,11.82,6.22,4.7,Rs.500.0,Rahul Pal,98.53,Hybrid,Low,6.368,6.473761419567949,2
lic mutual fund,LIC MF Liquid Reg-G,5,3,0.58%,4471.72,7.37,5.96,Rs.1000.0,Rahul Singh,11403.17,Debt,Low to Moderate,8.332,8.338358054249117,0
lic mutual fund,LIC MFLow Duration-G,3,2,0.54%,37.33,6.84,5.38,Rs.1000.0,Rahul Singh,1535.72,Debt,Low to Moderate,6.888,6.880170784369859,2
lic mutual fund,LIC MF Ultra Short Duration Reg-G,2,2,0.55%,1251.88,6.63,5.67,Rs.1000.0,Rahul Singh,341.12,Debt,Low to Moderate,6.92,6.947672590132506,2
lic mutual fund,LIC MF Overnight Reg-G,0,2,0.53%,1269.74,6.66,5.57,Rs.1000.0,Rahul Singh,487.1,Debt,Low,6.892,6.871622586337066,2
ppfas mutual fund,Parag Parikh Liquid Reg-G,0,1,0.55%,1375.49,6.93,5.65,Rs.1000.0,Raj Mehta,2318.35,Debt,Low to Moderate,6.032,6.037510453794083,2
franklin templeton mutual fund,Franklin India Dynamic Asset Allocation FoF-G,3,4,2.37%,160.59,21.38,15.43,Rs.500.0,Rajasa Kakulavarapu,1339.11,Other,High,18.724,18.822201338466936,0
franklin templeton mutual fund,Franklin India Multi Asset Solution FoF-G,2,2,2.80%,19.07,18.69,11.15,Rs.500.0,Rajasa Kakulavarapu,55.5,Other,High,13.936,13.971224837700058,2
icici prudential mutual fund,ICICI Pru Flexicap-G,0,4,5.89%,19.43,44.78,22.59,Rs.100.0,Rajat Chandak,17167.38,Equity,Moderate ,30.948,30.80524875324511,1
sbi mutual fund,SBI Floating Rate Debt Reg-G,3,4,0.74%,12.52,8.04,6.24,Rs.500.0,Rajeev Radhakrishnan,1135.26,Debt,Low to Moderate,9.712,9.629255983654653,0
sbi mutual fund,SBI MagnumLow Duration-G,4,4,0.55%,3294.07,7.1,5.57,Rs.500.0,Rajeev Radhakrishnan,11828.2,Debt,Low to Moderate,9.068,9.127656996677107,0
sbi mutual fund,SBI Short Term Debt-G,4,4,0.71%,30.08,7.44,5.45,Rs.500.0,Rajeev Radhakrishnan,13299.65,Debt,Moderate,9.156,9.15945961533353,0
sbi mutual fund,SBI Corporate Bond Reg-G,3,3,0.76%,14.5,7.53,5.39,Rs.500.0,Rajeev Radhakrishnan,20176.19,Debt,Moderate,8.168000000000001,8.130586690188796,0
sbi mutual fund,SBI Banking and PSU-G,4,2,0.74%,2922.1,7.41,5.13,Rs.500.0,Rajeev Radhakrishnan,3774.24,Debt,Moderate,7.016,6.981410159964296,2
ppfas mutual fund,Parag Parikh Conservative Hybrid Reg-G,5,5,1.03%,14.21,16.19,11.45,Rs.1000.0,Rajeev Thakkar,2197.03,Hybrid,Moderately High,16.056,16.282619713806135,0
ppfas mutual fund,Parag Parikh ELSS Tax Saver Reg-G,4,5,5.36%,30.99,33.46,19.86,Rs.1000.0,Rajeev Thakkar,4152.25,Equity,Moderate ,26.328,26.566213636917063,1
ppfas mutual fund,Parag Parikh Flexi Cap Reg-G,0,5,3.50%,80.0,36.16,17.74,Rs.1000.0,Rajeev Thakkar,78490.29,Equity,Moderate ,26.56,26.589430199951043,1
lic mutual fund,LIC MF Equity Savings-G,2,2,2.64%,26.43,14.83,8.46,Rs.1000.0,Raju Sharma,20.16,Hybrid,Moderately High,11.316,11.856908001364054,2
motilal oswal mutual fund,Motilal Oswal Ultra Short Term Reg-G,2,1,0.47%,15.75,6.08,4.78,Rs.500.0,Rakesh Shetty,313.87,Debt,Low to Moderate,5.344,5.7531322769912325,2
motilal oswal mutual fund,Motilal Oswal Liquid Reg-G,0,1,0.55%,13.12,6.92,5.57,Rs.500.0,Rakesh Shetty,752.34,Debt,Low to Moderate,5.996,6.044951520788002,2
hdfc mutual fund,HDFC Infrastructure-G,2,1,3.46%,49.55,56.45,36.21,Rs.100.0,Rakesh Vyas,2567.79,Equity,Very High,38.06400000000001,39.2879279593965,1
taurus mutual fund,Taurus ELSS Tax Saver Reg-G,3,3,5.31%,189.02,35.63,18.57,Rs.1000.0,Ramneek Kundra,82.95,Equity,Very High,24.680000000000003,24.695687152064526,1
sundaram mutual fund,Sundaram Infrastructure Advantage Reg-G,2,2,3.97%,98.14,50.33,25.66,Rs.100.0,Ratish Varier,1053.11,Equity,Very High,32.396,32.542412297130554,1
sundaram mutual fund,Sundaram Consumption Reg-G,3,2,8.14%,103.8,40.98,21.33,Rs.100.0,Ratish Varier,1629.47,Equity,High ,26.924,26.748991271165913,1
sundaram mutual fund,Sundaram Focused-G,3,3,5.26%,169.07,33.27,16.04,Rs.100.0,Ravi Gopalakrishnan,1156.29,Equity,Moderately High ,22.724000000000004,22.773964404408794,1
sundaram mutual fund,Sundaram Balanced Advantage-G,2,4,3.73%,35.08,22.19,11.87,Rs.100.0,Ravi Gopalakrishnan,1574.4,Hybrid,High,17.624000000000002,17.66096445104155,0
sundaram mutual fund,Sundaram Small Cap Reg-G,1,2,8.20%,269.1,41.01,24.04,Rs.100.0,Ravi Gopalakrishnan,3502.82,Equity,Very High ,28.02,28.091313897258075,1
sundaram mutual fund,Sundaram Large Cap Reg-G,2,3,5.56%,22.0,27.45,13.87,Rs.100.0,Ravi Gopalakrishnan,3665.53,Equity,Very High,19.528,19.62349845336307,2
sundaram mutual fund,Sundaram Aggressive Hybrid-G,3,3,4.86%,162.79,28.58,13.67,Rs.100.0,Ravi Gopalakrishnan,5328.2,Hybrid,High,19.9,19.862172537777653,2
sundaram mutual fund,Sundaram Aggressive Hybrid-G Payout,0,3,4.86%,162.79,28.58,13.67,Rs.100.0,Ravi Gopalakrishnan,5328.2,Hybrid,High,19.9,19.862172537777653,2
sundaram mutual fund,Sundaram Large and Mid Cap-G,3,2,5.23%,87.64,37.93,17.07,Rs.100.0,Ravi Gopalakrishnan,7129.6,Equity,High ,24.0,23.905668723171694,2
sbi mutual fund,SBI Nifty Next 50 Index Reg-G,0,4,5.33%,20.37,64.89,20.66,Rs.500.0,Raviprakash Sharma,1311.39,Other,Low ,38.220000000000006,38.20681934178166,1
sbi mutual fund,SBI Gold-G,0,4,3.85%,21.82,23.77,14.68,Rs.500.0,Raviprakash Sharma,2027.77,Other,High,19.380000000000003,19.48207379416663,0
sbi mutual fund,SBI Nifty Index-G,2,2,5.06%,222.61,27.13,14.18,Rs.500.0,Raviprakash Sharma,8483.97,Other,Very High,18.524,18.4589636926328,2
hsbc mutual fund,HSBC Conservative Hybrid-G,3,3,1.87%,58.93,17.71,8.81,Rs.500.0,Ritesh Jain,133.4,Hybrid,Moderately High,13.608,13.423974603978381,0
hsbc mutual fund,HSBC Balanced Advantage-G,3,3,3.10%,42.78,22.74,11.36,Rs.500.0,Ritesh Jain,1502.4,Hybrid,High,16.64,16.672116898192165,2
hsbc mutual fund,HSBC Arbitrage Reg-G,0,3,0.49%,18.04,7.49,5.75,Rs.500.0,Ritesh Jain,2505.59,Hybrid,Low,8.296000000000001,8.310970893040134,0
hsbc mutual fund,HSBC Equity Savings-G,5,5,2.02%,32.62,25.18,12.8,Rs.500.0,Ritesh Jain,449.96,Hybrid,Moderately High,20.192,20.381835941413193,0
uti mutual fund,UTI Ultra Short Duration Reg-G,5,5,0.60%,4008.6,7.05,6.59,Rs.500.0,Ritesh Nambiar,2143.69,Debt,Moderate,10.456,10.34910084482905,0
uti mutual fund,UTI Credit Risk Reg-G,2,4,1.21%,16.07,7.65,11.17,Rs.500.0,Ritesh Nambiar,343.15,Debt,Moderately High,11.528,11.782200390151411,0
uti mutual fund,UTI Medium Duration Reg-G,3,3,0.89%,17.2,7.42,6.12,Rs.500.0,Ritesh Nambiar,39.91,Debt,Moderate,8.416,8.411890073162096,0
sundaram mutual fund,Sundaram Financial Services Opp Reg-G,5,5,6.69%,101.09,29.02,19.17,Rs.100.0,Rohit Seksaria,1444.21,Equity,High ,24.276000000000003,23.95122637649423,1
sundaram mutual fund,Sundaram Nifty 100 Equal Weight-G,2,4,5.03%,184.29,47.18,18.8,Rs.100.0,Rohit Seksaria,95.67,Other,Low ,30.392,31.196359653071763,1
dsp mutual fund,DSP Equity Opportunities-G,3,3,5.37%,636.35,47.77,20.44,Rs.100.0,Rohit Singhania,14246.48,Equity,Moderately High ,30.284,30.34565333595558,1
dsp mutual fund,DSP India T.I.G.E.R. Reg-G,3,3,3.31%,341.82,61.86,33.81,Rs.100.0,Rohit Singhania,5500.38,Equity,Very High,41.268,42.88010936438244,1
dsp mutual fund,DSP ELSS Tax Saver-G,4,4,6.00%,142.68,46.47,20.55,Rs.500.0,Rohit Singhania,17488.27,Equity,Moderate ,30.808,30.551352050944274,1
hdfc mutual fund,HDFC Focused 30-G,3,5,5.81%,221.34,41.73,28.18,Rs.100.0,Roshi Jain,14329.6,Equity,Moderately High ,32.964,33.10000055902601,1
hdfc mutual fund,HDFC Flexi Cap-G,0,4,5.46%,1920.59,41.77,26.87,Rs.100.0,Roshi Jain,63436.49,Equity,Moderate ,31.456000000000003,30.946486515481958,1
hdfc mutual fund,HDFC ELSS Tax Saver-G,3,4,5.29%,1393.78,44.32,24.68,Rs.500.0,Roshi Jain,16422.31,Equity,Moderate ,31.6,31.82326229536239,1
motilal oswal mutual fund,Motilal Oswal Asset Allocation Passive FoF -,0,2,2.01%,14.75,19.94,10.39,Rs.500.0,Rouhak Shah,43.22,Other,High,14.132000000000001,14.060790085494707,2
motilal oswal mutual fund,Motilal Oswal Asset Allocation Passive FoF -,0,2,3.40%,16.65,27.47,13.65,Rs.500.0,Rouhak Shah,67.65,Other,Very High,18.448,18.412513463445546,2
nippon india mutual fund,Nippon India ELSS Tax Saver-G,2,2,5.50%,132.0,40.45,20.2,Rs.500.0,Rupesh Patel,16465.39,Equity,Moderate ,26.260000000000005,25.976096211379577,1
sundaram mutual fund,Sundaram Mid Cap Reg-G,2,3,7.59%,1414.49,55.03,25.87,Rs.100.0,S Bharath,12713.29,Equity,Very High,35.36,34.56965800750395,1
franklin templeton mutual fund,Franklin India Government Securities-G,2,1,0.93%,55.46,7.36,4.67,Rs.500.0,Sachin PadwalNADesai,146.19,Debt,Moderate,5.812,5.838580206846399,2
franklin templeton mutual fund,Franklin India Banking & PSU Debt-G,4,4,0.66%,21.05,7.53,5.43,Rs.500.0,Sachin PadwalNADesai,593.99,Debt,Moderate,9.184000000000001,9.206121203768127,0
bandhan mutual fund,Bandhan Equity Savings Regular-G,1,3,1.24%,29.95,10.21,6.75,Rs.100.0,Sachin Relekar,141.01,Hybrid,Low to Moderate,9.784,10.093946808943263,0
bandhan mutual fund,Bandhan Large Cap Reg-G,3,3,6.88%,79.21,40.49,16.89,Rs.100.0,Sachin Relekar,1686.82,Equity,Moderate ,25.952,25.945034088641382,1
bandhan mutual fund,Bandhan Asset Allocation Aggressive Reg-G,3,3,5.11%,45.61,29.29,13.49,Rs.100.0,Sachin Relekar,19.01,Other,High,20.112000000000002,20.092595333621603,2
bandhan mutual fund,Bandhan Infrastructure Reg-G,3,2,1.59%,55.78,72.37,32.54,Rs.100.0,Sachin Relekar,1964.83,Equity,Very High,43.964000000000006,42.88010936438244,1
bandhan mutual fund,Bandhan Balanced Advantage Reg-G,2,2,2.75%,23.74,20.56,9.4,Rs.100.0,Sachin Relekar,2321.9,Hybrid,Moderately High,13.984,14.224804295349495,2
bandhan mutual fund,Bandhan Asset Allocation Conservative Reg-G,4,3,2.03%,32.17,13.72,7.7,Rs.100.0,Sachin Relekar,6.6,Other,Moderately High,11.568000000000001,11.395997895284076,0
uti mutual fund,UTI Infrastructure Reg-G,1,2,2.99%,149.79,49.37,24.37,Rs.500.0,Sachin Trivedi,2453.3,Equity,High ,31.496000000000002,31.584867100530698,1
edelweiss mutual fund,Edelweiss Small Cap Reg-G,4,3,6.16%,45.74,42.81,25.19,Rs.100.0,Sahil Shah,4141.5,Equity,Very High,30.200000000000003,30.14282713409922,1
edelweiss mutual fund,Edelweiss Mid Cap Reg-G,4,4,6.78%,100.38,58.8,26.58,Rs.100.0,Sahil Shah,7400.59,Equity,High ,38.152,37.93498985381418,1
tata mutual fund,Tata Balanced Advantage Reg-G,3,4,2.40%,20.37,20.17,12.22,Rs.100.0,Sailesh Jain,10207.51,Hybrid,High,16.956000000000003,16.75346229798344,0
tata mutual fund,Tata Arbitrage Reg-G,0,4,0.54%,13.62,7.58,5.79,Rs.150.0,Sailesh Jain,11802.18,Hybrid,Low,9.348,9.35645733543825,0
tata mutual fund,Tata ELSS Tax Saver-G,2,3,6.42%,45.76,35.27,18.62,Rs.500.0,Sailesh Jain,4806.05,Equity,Very High,24.556000000000004,24.520391114291662,1
nippon india mutual fund,Nippon India Large Cap-G,4,5,4.88%,90.38,35.65,22.62,Rs.100.0,Sailesh Raj Bhan,32884.4,Equity,Moderate ,28.308,28.62459364113327,1
nippon india mutual fund,Nippon India Pharma-G,0,3,5.87%,528.06,50.0,19.03,Rs.100.0,Sailesh Raj Bhan,8647.95,Equity,High ,30.612000000000002,30.323392567489773,1
nippon india mutual fund,Nippon India Small Cap-G,4,5,5.74%,182.06,47.84,31.17,Rs.100.0,Samir Rachh,60999.55,Equity,Very High,36.604000000000006,36.80968740588056,1
baroda bnp paribas mutual fund,Baroda BNP Paribas Banking and Financial Serv,3,2,5.41%,43.23,24.95,13.89,Rs.500.0,Sandeep Jain,170.57,Equity,Very High,17.536,17.35507114043348,2
baroda bnp paribas mutual fund,Baroda BNP Paribas Large & Mid Cap Reg-G,3,3,6.16%,28.57,47.66,20.93,Rs.500.0,Sanjay Chawla,1443.47,Equity,High ,30.436,30.446208706368175,1
baroda bnp paribas mutual fund,Baroda BNP Paribas Focused Reg-G,3,3,2.74%,23.27,35.32,16.9,Rs.500.0,Sanjay Chawla,719.51,Equity,Moderately High ,23.887999999999998,23.740388970253594,1
baroda bnp paribas mutual fund,Baroda BNP Paribas ELSS Tax Saver-G,3,3,7.00%,96.99,43.98,17.87,Rs.500.0,Sanjay Chawla,967.05,Equity,Moderate ,27.74,27.642356157554232,1
nippon india mutual fund,Nippon India Power & Infra-G,0,3,3.18%,371.87,60.55,34.92,Rs.100.0,Sanjay Doshi,7638.02,Equity,Very High,41.188,42.88010936438244,1
lic mutual fund,LIC MF Arbitrage Reg-G,0,2,0.50%,13.13,7.1,5.6,Rs.1000.0,Sanjay Pawar,141.62,Hybrid,Low,7.08,7.062790704784684,2
lic mutual fund,LIC MF Conservative Hybrid-G,2,1,1.80%,79.29,10.61,5.78,Rs.1000.0,Sanjay Pawar,50.81,Hybrid,Moderately High,7.556,7.260466884075847,2
lic mutual fund,LIC MF Aggressive Hybrid-G Plan C,1,2,4.54%,198.1,30.37,12.97,Rs.1000.0,Sanjay Pawar,558.75,Hybrid,Very High,19.336000000000002,19.828356781262464,2
